21472,Troop Dragon,55013285,Monster,WIND,2,Dragon/Effect,700/800,"If this card is destroyed and sent to the Graveyard as a result of battle, select and Special Summon 1 ""Troop Dragon"" from your Deck to your side of the field. Then shuffle your Deck.","","","","",""
21473,The Trojan Horse,38479725,Monster,EARTH,4,Beast/Effect,1600/1200,"When Tribute Summoning an EARTH monster, you can treat this 1 monster as 2 Tributes.","","","","",""
21474,"Tristan, Knight of the Underworld",96163807,Monster,DARK,4,Zombie/Effect,1800/0,"When this card is Normal Summoned: You can target 1 Zombie-Type monster with 0 DEF in your Graveyard; add it to your hand. If you control a Zombie-Type monster (other than this card), this card gains 300 ATK.","","","","",""
21475,"Trishula, Dragon of the Ice Barrier",52687916,Monster,WATER,9,Dragon/Synchro/Effect,2700/2000,"When this card is Synchro Summoned: You can banish up to 1 card each from your opponent's hand, field, and GY. (The card in the hand is chosen at random.)",Ice Barrier,"",1 Tuner + 2+ non-Tuner monsters,"",""
21476,Tripwire Beast,45042329,Monster,EARTH,4,Thunder/Normal,1200/1300,This creature attacks with electromagnetic waves.,"","","","",""
21477,The Tripper Mercury,03912064,Monster,WATER,8,Aqua/Effect,2000/2000,"When this card is Tribute Summoned: You can change all monsters on the field to face-up Attack Position. You can Tribute 3 monsters to Tribute Summon (but not Set) this card. If Summoned this way, while this card is on the field all monsters your opponent controls lose ATK equal to their original ATK. This card can make a second attack during each Battle Phase.",Legendary Planet,"","","",""
21478,Tripod Fish,61254509,Monster,WATER,3,Fish/Effect,300/1300,"When this card is Special Summoned from the Graveyard: You can target 1 face-up Fish, Sea Serpent, or Aqua-Type monster on the field; increase its Level by 1.","","","","",""
21479,Triple Star Trion,34796454,Monster,LIGHT,1,Warrior/Effect,100/100,"During the End Phase, if this card is in the Graveyard because it was sent there this turn as a Tribute for a successful Tribute Summon: You can Special Summon this card from the Graveyard.","","","","",""
21480,Trigon,48568432,Monster,FIRE,3,Dragon/Union,500/1700,"Once per turn, during your Main Phase, you can equip this card to a Machine-Type monster you control, OR unequip it to Special Summon this card in face-up Attack Position. While equipped to a monster by this effect, if the equipped monster destroys an opponent's monster by battle, select and Special Summon 1 Level 4 or lower LIGHT Machine-Type monster from your Graveyard. (A monster can only be equipped with 1 Union monster at a time. If the equipped monster would be destroyed, destroy this card instead.)",Konami Arcade Games,"","","",""
21481,Trifortressops,12275533,Monster,DARK,6,Machine/Effect,1600/2800,"During either player's turn, if your opponent Summoned 3 or more monsters this turn: You can Special Summon this card from your hand. If Summoned this way, it is unaffected by other cards' effects, but loses 500 DEF during each player's Standby Phase.","","","","",""
21482,Trident Warrior,20474741,Monster,LIGHT,4,Warrior/Effect,1800/1200,When this card is Normal Summoned: You can Special Summon 1 Level 3 monster from your hand.,Warrior,"","","",""
21483,Trident Dragion,39402797,Monster,FIRE,10,Dragon/Synchro/Effect,3000/2800,1 Dragon-Type Tuner + 1 or more non-Tuner Dragon-Type monsters,"Must be Synchro Summoned, and cannot be Special Summoned by other ways. When this card is Synchro Summoned: You can target up to 2 other cards you control; destroy those targets, and if you do, for each card destroyed, this card gains 1 additional attack during each Battle Phase this turn.","","","",""
21484,Tricular,20797524,Monster,EARTH,3,Machine/Effect,300/300,"When this card is destroyed by battle and sent to the Graveyard, you can Special Summon 1 ""Bicular"" from your hand or Deck.",cular,"","","",""
21485,The Tricky,14778250,Monster,WIND,5,Spellcaster/Effect,2000/1200,You can Special Summon this card (from your hand) by discarding 1 card.,"","","","",""
21486,Tribe-Shocking Virus,86361354,Monster,WATER,4,Thunder/Effect,1700/1000,Once per turn: You can banish 1 monster from your hand; destroy all face-up monsters on the field with the same Type as that monster.,"","","","",""
21487,Tribe-Infecting Virus,33184167,Monster,WATER,4,Aqua/Effect,1600/1000,Discard 1 card from your hand and declare 1 Type of monster. Destroy all face-up monsters of the declared Type on the field.,"","","","",""
21488,Triamid Sphinx,68406755,Monster,EARTH,10,Rock/Effect,2500/2500,"Cannot be Normal Summoned/Set. Must be Special Summoned with the effect of a ""Triamid"" card, and cannot be Special Summoned by other ways. If a face-up ""Triamid"" card(s) you control, except ""Triamid Sphinx"", is destroyed by battle or card effect: You can Special Summon this card from your hand. While you control another ""Triamid"" card, this card gains 500 ATK and DEF for each Field Spell Card with a different name in your Graveyard, also monsters your opponent controls cannot attack, except to attack ""Triamid Sphinx"".","sphinx, Triamid","","","",""
21489,Triamid Master,32912040,Monster,EARTH,4,Rock/Effect,1800/700,"Once per turn: You can send 1 face-up ""Triamid"" card you control to the Graveyard, then target 1 Set Card on the field; destroy it. Once per turn, during your opponent's turn: You can target 1 ""Triamid"" Field Spell Card in your Field Zone; send it to the Graveyard, and if you do, activate 1 ""Triamid"" Field Spell Card from your Deck with a different name (this is a Quick Effect).",Triamid,"","","",""
21490,Triamid Hunter,95923441,Monster,EARTH,3,Rock/Effect,1400/1100,"If a Field Spell Card is face-up on the field, you can Normal Summon 1 Rock-Type monster in addition to your Normal Summon/Set. (You can only gain this effect once per turn.) Once per turn, during your opponent's turn: You can target 1 ""Triamid"" Field Spell Card in your Field Zone; send it to the Graveyard, and if you do, activate 1 ""Triamid"" Field Spell Card from your Deck with a different name (this is a Quick Effect).",Triamid,"","","",""
21491,Triamid Dancer,69529337,Monster,EARTH,3,Rock/Effect,600/1900,"Once per turn: You can target 1 ""Triamid"" card in your Graveyard; shuffle it into the Deck, and if you do, all Rock-Type monsters you control gain 500 ATK and DEF. Once per turn, during your opponent's turn: You can target 1 ""Triamid"" Field Spell Card in your Field Zone; send it to the Graveyard, and if you do, activate 1 ""Triamid"" Field Spell Card from your Deck with a different name (this is a Quick Effect).",Triamid,"","","",""
21492,Trial of Nightmare,77827521,Monster,DARK,4,Fiend/Normal,1300/900,This fiend passes judgment on enemies that are locked in coffins.,"","","","",""
21493,Tri-Horned Dragon,39111158,Monster,DARK,8,Dragon/Normal,2850/2350,An unworthy dragon with three sharp horns sprouting from its head.,"","","","",""
21494,Tri-Edge Levia,68836428,Monster,WATER,3,Sea Serpent/Xyz/Effect,1800/1500,3 Level 3 monsters,"Banish any monster destroyed by battle with this card. Once per turn, during either player's turn: You can detach 1 Xyz Material from this card, then target 1 face-up monster on the field; it loses 800 ATK, also its effects are negated. These changes last until the end of this turn.","","","",""
21495,Trent,78780140,Monster,EARTH,5,Plant/Normal,1500/1800,it is said whoever can summon this divine beast shall slay all the noobs who oppose him nyahh.,"","","","",""
21496,Treeborn Frog,12538374,Monster,WATER,1,Aqua/Effect,100/100,"Once per turn, during your Standby Phase, if this card is in your Graveyard and you do not control ""Treeborn Frog"": You can Special Summon this card. You must control no Spell/Trap Cards to activate and to resolve this effect.",Frog,"","","",""
21497,Tree Otter,71759912,Monster,WATER,2,Beast/Effect,1200/100,Once per turn: You can target 1 face-up monster you control; it gains 1000 ATK until the end of this turn. You must control a Beast-Type monster (other than this card) to activate and to resolve this effect.,"","","","",""
21498,Traptrix Rafflesia,06511113,Monster,EARTH,4,Plant/Xyz/Effect,300/2500,"This card is unaffected by Trap effects while it has Xyz Material. ""Traptrix"" monsters you control, except ""Traptrix Rafflesia"", cannot be destroyed by battle or card effects. Your opponent cannot target ""Traptrix"" monsters you control, except ""Traptrix Rafflesia"", with card effects. Once per turn, during either player's turn: You can detach 1 Xyz Material from this card and send 1 ""Hole"" Normal Trap Card that meets its activation conditions from your Deck to the Graveyard; this effect becomes that Trap Card's effect when that card is activated.","Hole, Trap Hole, Traptrix","",2 Level 4 monsters,"",""
21499,Traptrix Nepenthes,28201945,Monster,EARTH,4,Plant/Effect,800/2000,"This card is unaffected by the effects of ""Hole"" Normal Trap Cards. If you activate a ""Hole"" Normal Trap Card (except during the Damage Step): You can add to your hand, or Special Summon, 1 ""Traptrix"" monster from your Deck, except ""Traptrix Nepenthes"". You can only use this effect of ""Traptrix Nepenthes"" once per turn.","Hole, Trap Hole, Traptrix","","","",""
21500,Traptrix Myrmeleo,91812341,Monster,EARTH,4,Insect/Effect,1600/1200,"This card is unaffected by the effects of ""Hole"" Normal Trap Cards. When this card is Normal Summoned: You can add 1 ""Hole"" Normal Trap Card from your Deck to your hand. If this card is Special Summoned: Target 1 Spell/Trap Card your opponent controls; destroy that target.","Hole, Trap Hole, Traptrix","","","",""
21501,Traptrix Dionaea,45803070,Monster,EARTH,4,Plant/Effect,1700/1100,"This card is unaffected by the effects of ""Hole"" Normal Trap Cards. When this card is Normal Summoned: You can target 1 ""Traptrix"" monster in your Graveyard; Special Summon that target in Defense Position. When this card is Special Summoned: You can target 1 ""Hole"" Normal Trap Card in your Graveyard; Set that target, but banish it during the End Phase of your next turn if it is still on the field. You can only use this effect of ""Traptrix Dionaea"" once per turn.","Hole, Trap Hole, Traptrix","","","",""
21502,Traptrix Atrax,55428242,Monster,EARTH,4,Insect/Effect,1800/1000,"This card is unaffected by the effects of ""Hole"" Normal Trap Cards. You can activate ""Hole"" Normal Trap Cards from your hand. The activation and effects of Normal Trap Cards activated on your side of the field cannot be negated.","Hole, Trap Hole, Traptrix","","","",""
21503,Trap Reactor・Y FI,52286175,Monster,DARK,4,Machine/Effect,800/1800,"Once per turn, when your opponent activates a Trap Card, you can destroy the Trap Card and inflict 800 damage to your opponent.",Reactor,"","","",""
21504,Trap Master,46461247,Monster,EARTH,3,Warrior/Effect,500/1100,"FLIP: Select 1 Trap Card on the field and destroy it. If the selected card is Set, pick up and see the card. If it is a Trap Card, it is destroyed. If it is a Spell Card, return it to its original position.","","","","",""
21505,Trap Eater,13821299,Monster,DARK,4,Fiend/Tuner/Effect,1900/1600,"Cannot be Normal Summoned/Set. Must be Special Summoned by sending 1 face-up Trap Card your opponent controls to the Graveyard, and cannot be Special Summoned by other ways.","","","","",""
21506,Transforming Sphere,66094973,Monster,WIND,3,Winged Beast/Effect,100/100,"Once per turn: You can target 1 face-up Defense Position monster your opponent controls; discard 1 card and equip that target to this card. (You can only equip 1 monster at a time to this card with this effect.) This card gains the ATK of the equipped monster. If this card attacks, it is changed to Defense Position at the end of the Battle Phase. During the End Phase: The monster equipped to this card by this card's effect is Special Summoned to your opponent's side of the field in face-up Defense Position.",Sphere,"","","",""
21507,Trance the Magic Swordsman,14214060,Monster,EARTH,6,Spellcaster/Normal,2600/200,"A peculiar magician with considerable abilities. Supposedly, he's just returned from a trip to outer space.","","","","",""
21508,Trance Archfiend,94283662,Monster,DARK,4,Fiend/Effect,1500/500,"Once per turn: You can discard 1 Fiend-Type monster, and if you do, this card gains 500 ATK until the end of this turn. When this card you control is destroyed and sent to your Graveyard: You can target 1 of your banished DARK monsters; add that target to your hand.",Archfiend,"","","",""
21509,Trakodon,42348802,Monster,EARTH,3,Dinosaur/Normal,1300/800,A tiger-striped dragon that is often seen racing across the wasteland at tremendous speeds.,"","","","",""
21510,Tragoedia,98777036,Monster,DARK,10,Fiend/Effect,?/?,"When you take battle damage: You can Special Summon this card from your hand. Gains 600 ATK/DEF for each card in your hand. Once per turn: You can send 1 monster from your hand to the GY, then target 1 face-up monster your opponent controls with the same Level the sent monster had in the hand; take control of that face-up monster. Once per turn: You can target 1 monster in your GY; this card's Level becomes the same as that target's, until the end of this turn.","","","","",""
21511,Tradetoad,23408872,Monster,WATER,1,Aqua/Effect,100/2000,"Once per turn, you can Tribute 1 Aqua-Type monster to select 1 ""Frog"" monster in your Graveyard, except ""Frog the Jam"". Special Summon that monster from your Graveyard.","","","","",""
21512,Toy Magician,58132856,Monster,LIGHT,4,Spellcaster/Effect,1600/1500,"You can Set this card face-down in your Spell & Trap Card Zone as a Spell Card. If this face-down card in your Spell & Trap Card Zone is destroyed by an opponent's card effect and sent to the Graveyard, Special Summon it during the End Phase. When this card is Flip Summoned, destroy Spell or Trap Cards on the field equal to the number of ""Toy Magicians"" on the field.","","","","",""
21513,Toy Knight,01826676,Monster,EARTH,4,Machine/Effect,200/1200,"Cannot be Special Summoned from the Deck. If your opponent controls more monsters than you do, you can Special Summon this card (from your hand). When this card is Normal or Special Summoned: You can Special Summon 1 ""Toy Knight"" from your hand.","","","","",""
21514,Tour Guide From the Underworld,10802915,Monster,DARK,3,Fiend/Effect,1000/600,"When this card is Normal Summoned: You can Special Summon 1 Level 3 Fiend-Type monster from your hand or Deck, but its effects are negated, also it cannot be used as a Synchro Material.","","","","",""
21515,Tour Bus To Forbidden Realms,89732524,Monster,DARK,3,Fiend/Effect,600/1000,"FLIP: Add 1 Fiend-Type monster from your Deck to your hand, except a DARK or LIGHT monster.","","","","",""
21516,Tour Bus From the Underworld,52823314,Monster,DARK,3,Fiend/Effect,1000/1000,"When this card is sent to the Graveyard: Target 1 monster in either player's Graveyard, except ""Tour Bus From the Underworld""; shuffle that target into the Deck.","","","","",""
21517,Totem Five,56346071,Monster,FIRE,3,Rock/Effect,500/200,"If 5 monsters are Special Summoned at the same time, including this card: Destroy as many cards your opponent controls as possible, and if you do, inflict 500 damage to your opponent for each card destroyed.","","","","",""
21518,Totem Dragon,00564541,Monster,EARTH,2,Dragon/Effect,400/200,"This card can be treated as 2 Tributes for the Tribute Summon of a Dragon-Type monster. If this card is in your Graveyard during your Standby Phase and you control no monsters, you can Special Summon this card in Attack Position. You cannot activate this effect if there are any monsters in your Graveyard that are not Dragon-Type. If this card is Special Summoned with this effect, remove it from play when it is removed from the field.","","","","",""
21519,Totem Bird,71068247,Monster,WIND,3,Winged Beast/Xyz/Effect,1900/1400,2 Level 3 WIND monsters,"During either player's turn, when a Spell/Trap Card is activated: You can detach 2 Xyz Materials from this card; negate the activation, and if you do, destroy it. This card loses 300 ATK while it has no Xyz Materials.","","","",""
21520,Total Defense Shogun,75372290,Monster,DARK,6,Warrior/Effect,1550/2500,"This card is changed to Defense Position when it is Normal Summoned or Flip Summoned successfully. This card can attack while it is in Defense Position. If this card attacks while in Defense Position, apply the ATK of this card for damage calculation.","","","","",""
21521,Torque Tune Gear,79538761,Monster,LIGHT,1,Machine/Union/Tuner/Effect,0/0,"Once per turn, you can either: Target 1 monster you control; equip this card to that target, OR: Unequip this card and Special Summon it. A monster equipped with this card is treated as a Tuner, it gains 500 ATK and DEF, also if the equipped monster would be destroyed by battle or card effect, destroy this card instead.","","","","",""
21522,Torpedo Fish,90337190,Monster,WATER,3,Fish/Effect,1000/1000,"While ""Umi"" is face-up on the field, this card is unaffected by any Spell Cards.","","","","",""
21523,Tornado Bird,71283180,Monster,WIND,4,Winged Beast/Effect,1100/1000,FLIP: Return 2 Spell or Trap Cards on the field to their owners' hands.,"","","","",""
21524,Torike,80813021,Monster,EARTH,3,Beast/Normal,1200/600,"Although a poor defender, this monster's sharp horn gives it an edge when attacking.","","","","",""
21525,Torapart,83370323,Monster,DARK,2,Warrior/Tuner,600/600,"This card cannot be used as a Synchro Material Monster, except for the Synchro Summon of a Warrior-Type Synchro Monster. If the Synchro Monster that used this card as a Synchro Material Monster attacks, your opponent cannot activate Trap Cards until the end of the Damage Step.","","","","",""
21526,Top Runner,53623827,Monster,WIND,4,Machine/Tuner,1100/800,All face-up Synchro Monsters you control gain 600 ATK.,"","","","",""
21527,Toon Summoned Skull,91842653,Monster,DARK,6,Fiend/Toon,2500/1200,"(This card is always treated as an ""Archfiend"" card.)Cannot be Normal Summoned/Set. Cannot be Special Summoned unless you control ""Toon World"". Must first be Special Summoned (from your hand) by Tributing the same number of monsters needed for a Tribute Summon (normally 1). This card cannot attack the turn it is Special Summoned. You must pay 500 Life Points to declare an attack with this monster. If ""Toon World"" on the field is destroyed, destroy this card. This card can attack your opponent directly, unless they control a Toon Monster. If they do control one, this card must target a Toon Monster for its attacks.","Archfiend, Toon","","","",""
21528,Toon Mermaid,65458948,Monster,WATER,4,Aqua/Toon,1400/1500,"Cannot be Normal Summoned/Set. Cannot be Special Summoned unless you control a face-up ""Toon World"". Must first be Special Summoned (from your hand) by Tributing the same number of monsters needed for a Tribute Summon (normally 0). This card cannot attack the turn it is Special Summoned. You must pay 500 Life Points to declare an attack with this monster. If ""Toon World"" on the field is destroyed, destroy this card. This card can attack your opponent directly, unless they control a Toon Monster. If they do control one, this card must target a Toon Monster for its attacks.",Toon,"","","",""
21529,Toon Masked Sorcerer,16392422,Monster,DARK,4,Spellcaster/Toon/Effect,900/1400,"Cannot attack the turn it is Summoned. If ""Toon World"" on the field is destroyed, destroy this card. While you control ""Toon World"" and your opponent controls no Toon monsters, this card can attack your opponent directly. If this card inflicts battle damage to your opponent: Draw 1 card.",Toon,"","","",""
21530,Toon Goblin Attack Force,15270885,Monster,EARTH,4,Warrior/Toon,2300/0,"This card cannot attack the turn it is Summoned. If ""Toon World"" on the field is destroyed, destroy this card. While you control ""Toon World"" and your opponent controls no Toon Monsters, this card can attack your opponent directly. If this card attacks, it is changed to Defense Position at the end of the Battle Phase, and its battle position cannot be changed until the End Phase of your next turn.","Goblin, Toon","","","",""
21671,Toon Goblin Attack Force,15270885,Monster,EARTH,4,Warrior/Toon,2300/0,"This card cannot attack the turn it is Summoned. If ""Toon World"" on the field is destroyed, destroy this card. While you control ""Toon World"" and your opponent controls no Toon Monsters, this card can attack your opponent directly. If this card attacks, it is changed to Defense Position at the end of the Battle Phase, and its battle position cannot be changed until the End Phase of your next turn.","Goblin, Toon","","","",""
21672,Toon Goblin Attack Force,15270885,Monster,EARTH,4,Warrior/Toon,2300/0,"This card cannot attack the turn it is Summoned. If ""Toon World"" on the field is destroyed, destroy this card. While you control ""Toon World"" and your opponent controls no Toon Monsters, this card can attack your opponent directly. If this card attacks, it is changed to Defense Position at the end of the Battle Phase, and its battle position cannot be changed until the End Phase of your next turn.","Goblin, Toon","","","",""
21673,Toon Goblin Attack Force,15270885,Monster,EARTH,4,Warrior/Toon,2300/0,"This card cannot attack the turn it is Summoned. If ""Toon World"" on the field is destroyed, destroy this card. While you control ""Toon World"" and your opponent controls no Toon Monsters, this card can attack your opponent directly. If this card attacks, it is changed to Defense Position at the end of the Battle Phase, and its battle position cannot be changed until the End Phase of your next turn.","Goblin, Toon","","","",""
21674,Toon Goblin Attack Force,15270885,Monster,EARTH,4,Warrior/Toon,2300/0,"This card cannot attack the turn it is Summoned. If ""Toon World"" on the field is destroyed, destroy this card. While you control ""Toon World"" and your opponent controls no Toon Monsters, this card can attack your opponent directly. If this card attacks, it is changed to Defense Position at the end of the Battle Phase, and its battle position cannot be changed until the End Phase of your next turn.","Goblin, Toon","","","",""
21675,Toon Goblin Attack Force,15270885,Monster,EARTH,4,Warrior/Toon,2300/0,"This card cannot attack the turn it is Summoned. If ""Toon World"" on the field is destroyed, destroy this card. While you control ""Toon World"" and your opponent controls no Toon Monsters, this card can attack your opponent directly. If this card attacks, it is changed to Defense Position at the end of the Battle Phase, and its battle position cannot be changed until the End Phase of your next turn.","Goblin, Toon","","","",""
21676,Toon Goblin Attack Force,15270885,Monster,EARTH,4,Warrior/Toon,2300/0,"This card cannot attack the turn it is Summoned. If ""Toon World"" on the field is destroyed, destroy this card. While you control ""Toon World"" and your opponent controls no Toon Monsters, this card can attack your opponent directly. If this card attacks, it is changed to Defense Position at the end of the Battle Phase, and its battle position cannot be changed until the End Phase of your next turn.","Goblin, Toon","","","",""
21677,Toon Goblin Attack Force,15270885,Monster,EARTH,4,Warrior/Toon,2300/0,"This card cannot attack the turn it is Summoned. If ""Toon World"" on the field is destroyed, destroy this card. While you control ""Toon World"" and your opponent controls no Toon Monsters, this card can attack your opponent directly. If this card attacks, it is changed to Defense Position at the end of the Battle Phase, and its battle position cannot be changed until the End Phase of your next turn.","Goblin, Toon","","","",""
21678,Absorb Fusion,71422989,Spell,"","","","","Add 1 ""Gem-Knight"" card from your Deck to your hand, then you can apply this effect.
● Fusion Summon 1 ""Gem-Knight"" Fusion Monster from your Extra Deck, by banishing Fusion Materials listed on it from your hand or your side of the field.You can only activate 1 ""Absorb Fusion"" per turn. You cannot Special Summon monsters the turn you activate this card, except ""Gem-Knight"" monsters.",Fusion,Normal,"","",""
21679,Absorb Fusion,71422989,Spell,"","","","","Add 1 ""Gem-Knight"" card from your Deck to your hand, then you can apply this effect.
● Fusion Summon 1 ""Gem-Knight"" Fusion Monster from your Extra Deck, by banishing Fusion Materials listed on it from your hand or your side of the field.You can only activate 1 ""Absorb Fusion"" per turn. You cannot Special Summon monsters the turn you activate this card, except ""Gem-Knight"" monsters.",Fusion,Normal,"","",""
21680,Abyss Script - Fantasy Magic,87390798,Spell,"","","","","Target 1 ""Abyss Actor"" monster you control; this turn, every monster that battles it, but is not destroyed, returns to the hand at the end of the Damage Step. If this Set card in its owner's control is destroyed by an opponent's card effect, and you have a face-up ""Abyss Actor"" Pendulum Monster in your Extra Deck: You can target 1 card your opponent controls; place it on top of the Deck.",Abyss Script,Normal,"","",""
21681,Abyss Script - Fire Dragon's Lair,50179591,Spell,"","","","","Target 1 ""Abyss Actor"" monster you control; if it destroys your opponent's monster by battle this turn, your opponent banishes 3 monsters from their Extra Deck (their choice). If this Set card in its owner's control is destroyed by an opponent's card effect, and you have a face-up ""Abyss Actor"" Pendulum Monster in your Extra Deck: You can look at your opponent's Extra Deck, also banish 1 monster from their Extra Deck. You can only use this effect of ""Abyss Script - Fire Dragon's Lair"" once per turn.",Abyss Script,Normal,"","",""
21682,Abyss Script - Opening Ceremony,23784496,Spell,"","","","","Gain 500 LP for each ""Abyss Actor"" monster you control. If this Set card in its owner's control is destroyed by an opponent's card effect, and you have a face-up ""Abyss Actor"" Pendulum Monster in your Extra Deck: You can draw until you have 5 cards in your hand. You can only use each effect of ""Abyss Script - Opening Ceremony"" once per turn.",Abyss Script,Normal,"","",""
21683,Abyss Script - Rise of the Abyss King,13662809,Spell,"","","","","Target face-up cards on the field, up to the number of Attack Position ""Abyss Actor"" monsters with different names you control; destroy them. If you control a Level 7 or higher ""Abyss Actor"" monster, your opponent cannot activate cards or effects in response to this card's activation. If this Set card in its owner's control is destroyed by an opponent's card effect, and you have a face-up ""Abyss Actor"" Pendulum Monster in your Extra Deck: You can add up to 2 ""Abyss Actor"" cards and/or ""Abyss Script"" Spell Cards with different names from your Deck to your hand.",Abyss Script,Normal,"","",""
21684,Abyss-scale of Cetus,19596712,Spell,"","","","","Equip only to a ""Mermail"" monster. It gains 800 ATK. When a Trap effect that was activated on your opponent's side of the field resolves, negate that effect, then send this card to the Graveyard.",Abyss-,Equip,"","",""
21685,Abyss-scale of the Kraken,08719957,Spell,"","","","","Equip only to a ""Mermail"" monster. It gains 400 ATK. When a monster effect that was activated on your opponent's side of the field resolves, negate that effect, then send this card to the Graveyard.",Abyss-,Equip,"","",""
21686,Abyss-scale of the Mizuchi,72932673,Spell,"","","","","Equip only to a ""Mermail"" monster. It gains 800 ATK. When a Spell effect that was activated on your opponent's side of the field resolves, negate that effect, then send this card to the Graveyard.",Abyss-,Equip,"","",""
21687,Abyssal Designator,89801755,Spell,"","","","",Pay 1000 Life Points. Declare a Type and an Attribute. Your opponent must send 1 monster with both the declared Type and Attribute from their hand or Deck to the Graveyard.,Designator,Normal,"","",""
21688,Abyssal Designator,89801755,Spell,"","","","",Pay 1000 Life Points. Declare a Type and an Attribute. Your opponent must send 1 monster with both the declared Type and Attribute from their hand or Deck to the Graveyard.,Designator,Normal,"","",""
21689,Abyssal Designator,89801755,Spell,"","","","",Pay 1000 Life Points. Declare a Type and an Attribute. Your opponent must send 1 monster with both the declared Type and Attribute from their hand or Deck to the Graveyard.,Designator,Normal,"","",""
21690,Abyssal Designator,89801755,Spell,"","","","",Pay 1000 Life Points. Declare a Type and an Attribute. Your opponent must send 1 monster with both the declared Type and Attribute from their hand or Deck to the Graveyard.,Designator,Normal,"","",""
21691,Abyssal Designator,89801755,Spell,"","","","",Pay 1000 Life Points. Declare a Type and an Attribute. Your opponent must send 1 monster with both the declared Type and Attribute from their hand or Deck to the Graveyard.,Designator,Normal,"","",""
21692,Abyssal Designator,89801755,Spell,"","","","",Pay 1000 Life Points. Declare a Type and an Attribute. Your opponent must send 1 monster with both the declared Type and Attribute from their hand or Deck to the Graveyard.,Designator,Normal,"","",""
21693,Abyssal Designator,89801755,Spell,"","","","",Pay 1000 Life Points. Declare a Type and an Attribute. Your opponent must send 1 monster with both the declared Type and Attribute from their hand or Deck to the Graveyard.,Designator,Normal,"","",""
21694,Abyssal Designator,89801755,Spell,"","","","",Pay 1000 Life Points. Declare a Type and an Attribute. Your opponent must send 1 monster with both the declared Type and Attribute from their hand or Deck to the Graveyard.,Designator,Normal,"","",""
21695,Advanced Heraldry Art,61314842,Spell,"","","","","Target 2 ""Heraldic Beast"" monsters in your Graveyard; Special Summon both those targets. Immediately after this card resolves, Xyz Summon 1 Xyz Monster using those 2 monsters only.",Heraldry,Normal,"","",""
21696,Advanced Heraldry Art,61314842,Spell,"","","","","Target 2 ""Heraldic Beast"" monsters in your Graveyard; Special Summon both those targets. Immediately after this card resolves, Xyz Summon 1 Xyz Monster using those 2 monsters only.",Heraldry,Normal,"","",""
21697,Advanced Heraldry Art,61314842,Spell,"","","","","Target 2 ""Heraldic Beast"" monsters in your Graveyard; Special Summon both those targets. Immediately after this card resolves, Xyz Summon 1 Xyz Monster using those 2 monsters only.",Heraldry,Normal,"","",""
21698,Advanced Heraldry Art,61314842,Spell,"","","","","Target 2 ""Heraldic Beast"" monsters in your Graveyard; Special Summon both those targets. Immediately after this card resolves, Xyz Summon 1 Xyz Monster using those 2 monsters only.",Heraldry,Normal,"","",""
21699,Advanced Heraldry Art,61314842,Spell,"","","","","Target 2 ""Heraldic Beast"" monsters in your Graveyard; Special Summon both those targets. Immediately after this card resolves, Xyz Summon 1 Xyz Monster using those 2 monsters only.",Heraldry,Normal,"","",""
21700,Advanced Heraldry Art,61314842,Spell,"","","","","Target 2 ""Heraldic Beast"" monsters in your Graveyard; Special Summon both those targets. Immediately after this card resolves, Xyz Summon 1 Xyz Monster using those 2 monsters only.",Heraldry,Normal,"","",""
21701,Amazing Pendulum,37803970,Spell,"","","","","If you have no cards in your Pendulum Zones: Add 2 face-up ""Magician"" Pendulum Monsters with different names from your Extra Deck to your hand. You can only activate 1 ""Amazing Pendulum"" per turn.",Pendulum,Normal,"","",""
21702,Amazoness Fighting Spirit,36100154,Spell,"","","","","If an ""Amazoness"" monster attacks a monster with higher ATK, the attacking monster gains 1000 ATK during damage calculation only.",Amazoness,Continuous,"","",""
21703,Amazoness Heirloom,79965360,Spell,"","","","","Equip only to an ""Amazoness"" monster. Once per turn, that monster cannot be destroyed by battle. When the equipped monster attacks, after damage calculation, destroy the attack target.",Amazoness,Equip,"","",""
21704,Amazoness Spellcaster,81325903,Spell,"","","","","Target 1 ""Amazoness"" monster you control and 1 face-up monster your opponent controls; switch the original ATK of those targets until the end of this turn.",Amazoness,Normal,"","",""
21705,Amazoness Village,00712559,Spell,"","","","","All ""Amazoness"" monsters gain 200 ATK. Once per turn, when an ""Amazoness"" monster is destroyed by battle or card effect and sent to the GY: You can Special Summon 1 ""Amazoness"" monster from your Deck with a Level less than or equal to that ""Amazoness"" monster in the GY.",Amazoness,Field,"","",""
21706,Amorphage Infection,50554729,Spell,"","","","","All ""Amorphage"" monsters on the field gain 100 ATK and DEF for each ""Amorphage"" card on the field. If a monster(s) in your hand or you control is Tributed, or destroyed by battle or card effect: You can add 1 ""Amorphage"" card from your Deck to your hand. You can only use this effect of ""Amorphage Infection"" once per turn.",Amorphage,Continuous,"","",""
21707,Amorphage Infection,50554729,Spell,"","","","","All ""Amorphage"" monsters on the field gain 100 ATK and DEF for each ""Amorphage"" card on the field. If a monster(s) in your hand or you control is Tributed, or destroyed by battle or card effect: You can add 1 ""Amorphage"" card from your Deck to your hand. You can only use this effect of ""Amorphage Infection"" once per turn.",Amorphage,Continuous,"","",""
